doc_id	encoding	sentence	label	sentence_length
1044	utf-8	ईसवी सन मा बंगाल विभाजन पछि पटना उडीसा तथा बिहारको राजधानी बनयो। आए एफ मुन्निंगले पटनाको प्रशासनिक भवनहरूको निर्माण गरे। संग्रहालय उच्च अदालत विधानसभा भवन इत्यादि बनाउने श्रेय उनलाई नै जान्छ। केही मान्छेहरूको बिचार यो छ कि पटनाको नयाँ भवनहरूको निर्माणमा हासिल भएको अनुभब दिल्लीको शासनिक क्षेत्रको निर्माणमा धेरै काम आयो। सन मा उडीसा बिहारबाट अलग गरेर एक राज्य बनाई दिइयो। पटना राज्यको राजधानी बनिरह्यो।	doteli	402
5295	utf-8	mae hessen yn ffinio â thaleithiau nordrheinwestfalen niedersachsen thüringen bafaria badenwürttemberg a rheinlandpfalz	welsh	119
6330	utf-8	kas pagarigan ti kudil ket addaan ti nanruna a papael iti panagsalaknib ti bagi kadagiti patoheno ken ti adu unay a pannakapukaw ti danum	iloko	137
603	utf-8	рәсәй дәүләт һыу реестры мәғлүмәте буйынса йылға үрге обь һыу бассейны округында урынлашҡан һыу хужалығы участкаһы — обь йылғаһы нефтеюганск ҡалаһынан иртыш йылғаһы ҡушылғанға тиклем	bashkir	182
4206	utf-8	miał brata bernarda trębacza także malarza	polish	42
2064	utf-8	ای بیدوق پرچم نی، اینترنتˇ مئن، یکجور میم ایسه کی اینترنتˇ گیلک کونوشگرؤن چاگودن	gilaki	80
4614	utf-8	ханти хандэ кантэкикеле лемдильть — остяки́ — суомиугрань раське уралюкагирэнь покш семияньте совиця кона эри пелеве ёнксо чивалгома сибирьсэ	erzya	141
1779	utf-8	viil ommaq laembalt tunnõduq luuq tunnen ära ka sisaliku tee valgem pool a mille vanaema linda kokkutulek linnud ja sead ja tõsõq	võro	129
2836	utf-8	he promised hunt who had a prior drug arrest  to run for congress and paid for his  filing fee	english	94
6532	utf-8	ఇది ఒక యానిమేషన్ విధానం	telugu	23
3374	utf-8	създател на партията и досега неин председател е унгарският писател и драматург ищван чурка	bulgarian	91
4393	utf-8	rayon orayı — jetiqara qalası	karakalpak	29
4350	utf-8	бу сермешиуде бирлешген штатла дженгедиле	karachay-balkar	41
5992	utf-8	او تر هغه ځاى پورې چې د سېد د ځوانۍ اړيکې وى، نو دې سفر ته يو تجربوي او څېړنيزه سفر ويلاى شو	pushto	92
4481	utf-8	މާތްﷲ އޭނާގެ ފާފަތައް ފުއްސަވައި ސުވަރުގެއަށް ވައްދަވާހުއްޓެވެ	dhivehi	62
1390	utf-8	al pâs l é ânca dèinter al pêrch nasionêl ed lapenèin tôschemiliân e ind al teritôri ed la comunitê muntanêra ed la lunigiâna	emilian	125
6253	utf-8	ديوه ځنګل اداره کوونکی دځنګل دتنظيم په هکله بيلابيلې نظريي لري	pushto	62
3059	utf-8	શેરીમાંથી જોતાં મહેલનો દેખાવ કાણાંવાળા મધપૂડા જેવો લાગે છે અને તેના ઝરૂખા મધપૂડાની ઝીણી પેટીઓ જેવા લાગે છે	gujarati	106
2177	utf-8	జనన మరణాల నమోదు కార్యాలయం ఉన్నాయి	telugu	33
6250	utf-8	دځنګلي ونوودده يزه موده دځنګل دونوپه نوعوپورې اړه لري دخپلې ودې په مرحله کې ونې بيلابيل داستفادې وړحاصلات ورکولی شي	pushto	115
2877	utf-8	kayane ora nganggo sega ya wis miring kuwe	banyumasan	42
2409	utf-8	it consists of a single platform and track	english	42
5561	utf-8	eleito viceprefeito de natal em  na chapa encabeçada por wilma de faria foi eleito deputado federal pelo pfl em  sendo reeleito em   e	portuguese	134
4773	utf-8	það sem hún gerir er mjög lofsvert þó svo að einhverjir fyrirlíta að það sem þeir segja og gera sé til í gagnagrunni	icelandic	116
4077	utf-8	wilson	waray	6
3586	utf-8	musi nennt se ois wos in irgandoana weis aus na foig von teen bstäht de wo so ebbs ähnlichs wia an woiklang dagem	bavarian	113
6332	utf-8	ti nakaro a nadadael a kudil ket mabalin a maagasan babaen ti panagporma ti kulanit ti piglatti kapuskol ti kudil ket agdumaduma manipud kadagiti lokasion iti maysa nga organismo	iloko	178
3372	utf-8	у салоне палаца знаходзіцца адноўленая карціна «вясна» франца мача густава клімта і георгія клімта	belarusian	98
2186	utf-8	ông cũng ủng hộ việc xây dựng nhà bảo tàng các người do thái ba lan ở warszawa bằng việc cấp đất cho dự án	vietnamese	106
3683	utf-8	isixeko esisoloko sishwankathelwa njengepe yaye iteketiswa ngokuba isixeko esinobubele okanye isixeko somoya ovuthuzayo sinaba kangange  yeekhilomitha kufutshane kwialgoa bay yaye yenye yeendawo ezimandla emzantsi afrika yokuma kweenqanawa	xhosa	239
3032	utf-8	إن هناك ساعة في يوم و  درجة في حلقة مفرغة، تتحرك الشمس بالنسبة للارض بمعدل  درجة كل ساعة  درجة/ ساعة =  درجة للساعة الواحدة	arabic	123
3805	utf-8	ຢູ່ນຳ ພຍາ ໂສມາຣິທິ ເຈົ້າເມືອງ ແລ້ວ ພ້ອມກັນ ໄລ່ຕີກອງທັບ ຂອງ ພຍາ ຊຽງໄຕ້ ພຍາ ຊຽງເໜືອ ແລະ ພຍາ ນຄອນ ຄຸງຮອດ ວຽງຈັນ ຢູ່ ວຽງຈັນ  ເດືອນ ພມ້າ ກໍ່ມາອ້ອມ ວຽງຈັນ ແລ້ວ ເຈົ້າ ຊັຍເສຖາທິຣາຊ ກັບ ພຍາ ໂສມາຣິທທິ ຈື່ງ ພ້ອມກັນ ເຊີນ ພມ້າ ມາຮ່ວມເຮັດບຸນ ຫຼໍ່ ພອົງຕື້ ແຕ່ ທ້າວ ພຍາ ບູເລັງນອງ ຜູ້ຊະນະ  ທິສ ບໍ່ກ້າ ຢ້ານມືເປື່ອຍ	lao	296
5819	utf-8	patsy cline var aktiv frá fyrst í unum til hon doyði í	faroese	54
818	utf-8	nuo  m	lithuanian	6
2349	utf-8	ang pamantayang modelo ay humuhula ng mean na buhaymean lifetime na mga ×− s	tagalog	76
127	utf-8	ккк сәбәбе буларак яшь сыекчасының артык парлануы җәд	tatar	53
4437	utf-8	кӏэпкъ дагъэ зэримыӏэм къыхэкӏыу щӏыӏэм щошынэ — щӏэх мэпӏыщӏэ и щыр псыф мэхъуи	kabardian	80
3536	utf-8	भारतीय निवडणूक आयोग	marathi	19
4145	utf-8	чаят е много важна част от ежедневието и фолклора в египет	bulgarian	58
2373	utf-8	più à vaddi u fiumu atbara lultimu significativu affluenti di u nilu si fondi à u corsu dacqua principali	corsican	105
1367	utf-8	cun daventar nunspetgadamain signur da la chasa alva aveva el da far decisiuns impurtantas lattatga cun bumbas nuclearas cunter il giapun e la midada da la frunt cunter stalin	romansh	175
4503	utf-8	у разговору о споразуму са хрватима цветковићу је саговорник био мачек који је имао подршку хсс и хрватског народног заступства сачињеног од свих посланика хсс изабраних на изборима	serbian	181
629	utf-8	ацы куысты калойыфырты къухы бафтыдис xviiiæм æнусы кæрон хохаг ирæттæй быдырмæ чи ралыгъдис уыдоны культурæ æмæ цардыуаджы сæйрагдæр миниуджытæ адæмы рæнхъмæ рахæссын	ossetian	167
705	utf-8	che masculini misi suttasali si fannu langiovi	sicilian	46
2430	utf-8	gruodžio mėn	lithuanian	12
5695	utf-8	la sità la xe anca el centro de smistamento de i turisti par el kenya ma anca de i paexi confinanti	venetian	99
5853	utf-8	tên suối này xuất phát từ một tương truyền rằng xưa kia vào những đêm trăng sáng các nàng tiên trên trời xuống đây để du ngoạn	vietnamese	126
6116	utf-8	ní peleńpele ni èdè yìí pín sí ìyẹn ni pé eléyìí tí olówó ń sọ lè yàtọ̀ sí ti tálíkà tàbí kí ó jẹ́ pé eléyìí tí obìnrin ń lò lè yàtọ̀ sí ti ọkùnrin	yoruba	147
2706	utf-8	در آسیای میانه دین اسلام چاری شده زبان عربی عمومی گردید	persian	55
6610	utf-8	raul rafael benitez murabbiyligi ostidagi jamoa bilan tort yillik shartnoma imzoladi	uzbek	84
1011	utf-8	bentuk plural eâstron digunakan karena perayaannya berlangsung selama tujuh hari	indonesian	80
4627	utf-8	ово карактерише све правне форме предузећа	serbian	42
433	utf-8	ఇవి దేశంలోని ప్రధాన పరిశ్రమలకు అవసరమైన ముడిసరుకును అందిస్తుంది	telugu	62
4934	utf-8	cu bavlamdei	lojban	12
2281	utf-8	ਗੁਰੂ ਦੀ ਤੱਤਮਈ ਆਤਮ ਗਿਆਨ ਭਰਪੂਰ ਬਾਣੀ ਜਿਸਨੂੂੰ ਗੁਰੂ ਨੇ ਪ੍ਰਭੂ ਹੁਕਮ ਅਨੁਸਾਰ ਉਚਾਰਿਆ ਹੈ। ਗੁਰੂ ਅੰਗਦ ਦੇਵ ਜੀ ਨੇ ਗੁਰੂ ਸਿਧਾਂਤ ਨੂੰ ਅਤਿ ਮਹੱਤਵਪੂਰਨ ਦਰਸਾਇਆ ਹੈ ਅਤੇ ਕਿਹਾ ਹੈ ਕਿ ਬਾਹਰੀ ਚਾਨਣ ਨਾਲ ਮਨੁੱਖਤਾ ਦੀ ਆਗਿਆਨਤਾ ਦਾ ਅੰਧੇਰਾ ਨਹੀ ਕੱਟਿਆ ਜਾ ਸਕਦਾ। ਭਾਵ ਗੁਰੂ ਸ਼ਬਦ ਦੇ ਅਧਿਆਤਮਕ ਗਿਆਨ ਦੁਆਰਾ ਇਹ ਅੰਧੇਰਾ ਦੂੂਰ ਹੋ ਸਕਦਾ ਹੈ। ਜੇ ਸਉ ਚੰਦਾ ਉਗਵਹਿ ਸੂਰਜ ਚੜਹਿ ਹਜ਼ਾਰ। ਏਤੇ ਚਾਨਣ ਹੋਇਆ ਗੁਰੂ ਬਿਨੁ ਘੋਰਿ ਅੰਧਾਰ॥ ਆਸਾ ਦੀ ਵਾਰ ਹਊਮੈ ਹਉਮੈਂ ਸਿਧਾਂਤ ਨੂੰ ਗੁਰੂ ਜੀ ਨੇ ਬੜੀ ਗੰਭੀਰਤਾ ਨਾਲ ਲਿਆ ਹੈ। ਹਉਮੈ ਰੋਗ ਦਾ ਦਾਰੂ ਗੁਰੂ ਪਾਸ ਭਾਵ ਗੁਰੂ ੳਪਦੇਸ਼ ਵਿੱਚ ਹੈ ਗੁਰੁੂ ਕਿਰਪਾ ਦਾ ਸਦਕਾ ਇਸ ਦਾਰੂ ਰੂਪ ਬਾਣੀ ਦੇ ਅਨੁਸਾਰੀ ਬਣਨਾ ਪੈਂਦਾ ਹੈ ਹਉਮੈ ਦੀਰਘ ਰੋਗ ਹੈੇ ਦਾਰੂ ਭੀ ਇਸ ਮਾਹਿ। ਕਿਰਪਾ ਕਰੇ ਜੇ ਆਪਣੀ ਤਾਂ ਗੁਰੂ ਕਾ ਸ਼ੁਬਦ ਕਮਾਹਿ। ਨਾਨਕ ਕਹੈ ਸੁਣਹੁ ਜਨਹੁ ਇਤ ਸੰਜਮਿ ਦੁੱਖ ਜਾਹਿ॥ ਆਸਾ ਦੀ ਵਾਰ	panjabi	658
6312	utf-8	په رمبي يوه کنده کيندل کيږي اوبوټي seedlingيې په منځ کې کرل کيږي	pushto	64
161	utf-8	ge xy	lojban	5
4906	utf-8	rusia ta un aliado historiko di serbia	papiamento	38
6448	utf-8	owa am woascheinlichstn is das se noch teotihuacan zogn san	bavarian	59
4486	utf-8	ޞާދު  މާނައީ ހަމަކަށަވަރުން ކަލެއާއި ކަލެއަށް ތަބަޢަވީ ހުރިހާ އެންމެން ނަރަކައަށް ވައްދާ އެތަންފުރާހުށީމެވެ މިއީ މާތްﷲގެ ބަސްފުޅެވެ	dhivehi	131
666	utf-8	komanda qendrore e kosovës themeluar më  transformohet në një komandë operacionale/territoriale e radhitur si pjesë e komandës qendrore të serbisë	albanian	146
2075	utf-8	xvi peve ha holandañeẽ ipyahuvéva	guarani	33
2025	utf-8	pagano je nakon ovog filma snimio novi film i to zvučni tek	serbo-croatian	59
2364	utf-8	człůnkowje skupiny wykůnywano muzyka uokreślali kej hardcore psycho rap abo magijo a mjecz we nawjůnzańu do utworu pochodzůncygo s jeji debjutanckigo albůmu księga tajemnicza	silesian	174
3064	utf-8	ანტონიო გაუდი ი კორნეტი antoni gaudí i cornet დ	mingrelian	47
3017	utf-8	enric navarrapa enric kimsa ñiquin  enric iii occitan simipi   inkan karka  ransiyawanpa henri tawa ñiquin  henri iv ransis simipi   inkan karqa	quechua	144
2155	utf-8	「mgr」という愛称で知られるm・g・ラーマチャンディランが、アンナードゥライの死後、ドラーヴィダ進歩党内で次第に勢力を増し、年にmgrはドラーヴィダ進歩党を去って全インド・アンナー・ドラーヴィダ進歩党を結成した。年にはmgrは州首相となり、年に歿するまで州首相職を務め続けた。mgrの死後、aiadmk党内ではmgrの妻であるr・ジャーナキとj・ジャヤラリターとの対立が激化し、両陣営の派閥に分裂した状態であったが、年に州議会選挙で党が敗北を喫したことを機に両派は歩み寄り、ジャヤラリターが代表として党を束ねることとなった。	japanese	263
3035	utf-8	فهاذا يفرض وجود الكرونومتر لحساب خط الطول في موقع معين حيث يعين التوقيت الدولي utc وتحديد التوقيت المحلي عن طريق المراقبة الفلكية أو الطاقة الشمسية	arabic	147
210	utf-8	nel  interpretó al papel principal xuntu con nikolai costerwaldau na película de terror ma dandrés muschiett basada nun curtiumetraxe español del  llamáu igual quel filme	asturian	170
3886	utf-8	mins ele a stî conoxhowe di totes les djins pa l aplicåcion do www	walloon	66
4172	utf-8	гардош лат	karachay-balkar	10
6475	utf-8	setelah tewas ditangan manuel acuna roxas dalam pilihanraya presiden filipina yang pertama pada tahun  osmeña mengumumkan persaraannya dan kembali ke tanah kelahirannya di cebu	malay	176
3328	utf-8	maggie est nascia a louisville kentucky da mammai meri de domu nomenada judy e babbai direttori de albergu nomenau mike lawson	sardinian	126
5555	utf-8	najsjevernija pritoka je letajski potok koji ima izvorište južno od mjesta paz na visini oko  m/nv i koji nizvodno prima čitav niz povremenih bujičnih tokova	croatian	157
1215	utf-8	s asosan azot va oltingugurtga boy oqsilli shox modda — keratindan tashkil toptan	uzbek	81
5804	utf-8	нишапур шегьердин мукьвал алай хайям хуьр	lezghian	41
1630	utf-8	در بسیاری از کشورها، مردم باور داشتند که این درختان سبز آن‌ها را از جادوگری، ارواح، ارواح شیطانی و بیماری‌ها دور نگه می‌دارددرخت صنوبر به طور سنتی در جشن‌های مسیحیان و کافران برای هزاران سال استفاده می‌شده‌است	persian	209
2400	utf-8	شیبه راډیو خپلو اورېدونکو ته سم معلومات، دقیق او پر وخت خبرونه، د خبرو اترو متوازن چوکاټ او سالمې تفریحي خپرونې په نوښتګر انداز کې وړاندې کوي	pushto	141
2040	utf-8	мозымов вп	komi	10
5681	utf-8	სახელმწიფოს ან სახელმწიფოთა ერთიანი კარტოგრაფირებისათვის აგეგმვითი სამუშაოები სრულდება საგანგებო ასაგეგმავ ქსელზე დაყრდნობით რომელიც შედგენილია წინასწარ შექმნილი ასტრონომიულგეოდეზიურგრავიმეტრიული ქსელის ან ქსელთა სისტემის საშუალებით დიდი სივრცეებიდან მცირე სივრცეებზე გადასვლის გზით	georgian	282
6363	utf-8	цебе ii азарсоналъ жодоца гіарабистаналъуд киналниги ракьазда кверщел гьабурал	avar	78
6322	utf-8	san antun jiska taqa suyu kastilla arupi distrito de san antón nisqaqa huk jiska taqa suyu asankaru jiska suyupi punu jacha suyupi piruw jacha markapi	aymara	150
4256	utf-8	آستین دورون، تگزاس معروفه دانشگاه نها	gilaki	37
2241	utf-8	гiумаханас церехъабазе гiалимзабазе кьолел рукiун руго сайгъатал	avar	64
5391	utf-8	say zip code to et	pangasinan	18
1730	utf-8	המלאך גבריאל מתגלה בחזון של מוחמד והוא קורא לו להנהיג את העם המוסלמי במכה ולעבוד את אללה במקום  אלילים שהיו בכעבה	hebrew	113
860	utf-8	pasaulio lietuvių sporto žaidynės – viso pasaulio lietuvių sporto žaidynės	lithuanian	74
4369	utf-8	sakujur awak lian ti nu disebut di luhur dibungkus ku kulit ipis stratum corneumna leuwih leutik rambutan leuwih lemes sarta leuwih élastis	sundanese	139
646	utf-8	ئورتاق ئىنسانىي ھوقۇق ۋە پۇقرالىق ھوقۇقى نەزەرگە ئېلىنمايدىغان پەرمانلار، يارىدەملەر، سىياسەتلەر، تەشۋىقات ۋە ئورۇنلاشتۈرۈشلار بىر رايۇندىكى كىشىلەرنىڭ ئەقىل كۆزىنى مىللەتچىلىك تۇمانلىرى بىلەن غۇۋالاشتۇرىدۇ	uighur	206
691	utf-8	je to  rok naszi erë pò narodzenim christusa	kashubian	44
6497	utf-8	telefon apparatilarning hammasi mexanoavtomatik rejimda ishlaydi yaʼni raqam terish mexanik abonentlarni ulash avtomatik tarzda amalga oshadi	uzbek	141
3226	utf-8	shi ne babban birnin ƙasar sweden kuma da babban birnin yankin stockholm	hausa	72
4629	utf-8	она се састоји у задовољавању потреба корисника услуга из обављања ове делатности	serbian	81
4291	utf-8	bakteri kiye juga sijisijine jenis bakteri jaman kuwe sing wis bisa ngolah banyu	banyumasan	80
4550	utf-8	der desolate zustand des marmors und der gewaltige umfang des denkmals verhinderten eine verwahrung des originaldenkmals und den ersatz durch eine nachbildung	german	158
5453	utf-8	සමස්ත ඉල්ලුම ඉහළ යන්නෙ මුදල් සැපයුම ප්‍රසාරනය විමේදියමෙහි දි මුදල් සැපයුම ඉහළ ගොස් මුදල් ඉල්ලුම නොවෙනස්ව පැවතිය හොත් පොලිය පහළ යයිමෙහි දි අයෝජනය මෙන්ම පරිභෝජනය ද ඉහළ ගොස් සමස්ත ඉල්ලුම ඉහළ යාම තුලින් උද්ධමනය හට ගනි	sinhala	213
3753	utf-8	familiak  ziren horien artean  pertsona bakarrekoak ziren  bakarrik bizi ziren gizonak eta  bakarrik bizi ziren emakumeak  semealabarik gabeko familiak ziren  semealabak dituzten bikoteak ziren eta  semealabak dituzten gurasobakarreko familiak ziren	basque	249
3124	utf-8	endi  holma parti la unión uropea ue i la otan	extremaduran	46
5586	utf-8	ĝi estas amplekse disvastigita ĉe la marbordoj de novsudkimrio knj etendas norden al kvinslando kaj suden al orienta viktorio kaj kreskas pli sude ol iu ajn aliaindiĝena palmo de aŭstralio	esperanto	188
37	utf-8	விசாகப்பட்டினம் தமிழ்ச்சங்கத்தை இந்துப் பத்திரிகைவிசாகப்பட்டின ஆசிரியர் சம்பத்துடன் இணைந்து விரிவுபடுத்தினார்	tamil	109
1530	utf-8	небоскребу тутуу  сылга саҕаламмыта	yakut	35
5024	utf-8	los teléfonos móviles e internet han sido prohibidos excepto para la élite y las estaciones de radio y televisión solo pueden recibir las estaciones estatales	chavacano	158
1692	utf-8	zipfa sadalijums bīži īsastuoj ari tierga sadalejumā konkurentu vydā	latgalian	68
4207	utf-8	chodził do szkoły wojciecha gersona i aleksandra kamińskiego w warszawie	polish	72
4850	utf-8	இருப்பினும்  முதல்தர துடுப்பாட்டப் போட்டிகளிலும்  ஏதர துடுப்பாட்டப் போட்டியிலும் கலந்து கொண்டுள்ளார்	tamil	100
2535	utf-8	кейбір түрінің тұқымында айдаршасы болады	kazakh	41
4279	utf-8	зи ӏоху нэхъ хьэлъу щытар джэрмэныра	kabardian	36
5178	utf-8	ނަތީޖާ އަކަށްވަނީ ލޭގައި ދަރުރު ކުރަމުންދާ ހަކުރުގެ މިންވަރު މައްޗަށް ދިއުމެވެ	dhivehi	78
4015	utf-8	ieu asteroid téh bagéan tina astéroid amor anu nganjrek deukeut jeung marcapada	sundanese	79
3666	utf-8	астроном приборостроитель географ металлург геолог поэт филолог художник историк и генеалог поборник развития отечественного просвещения науки и экономики	russian	154
2247	utf-8	tins dèl guêre m popa è fiève pinde à sètchi audzeu dèl plate bûze	walloon	66
4471	utf-8	hovorí že ich myseľ bola otrávená jeho nepriateľmi už keď boli mladí a teda ovplyvniteľnejší	slovak	92
6335	utf-8	w studiu nagrywali min hanna banaszak joszko broda dickdick mikey dread andrzej grabowski antoni gralak habakuk infernal war janusz iwański piotr iwicki marek jackowski korbowód kriegsmaschine milo kurtis maciej maleńczuk paktofonika piotr pawlak maria peszek pospieszalscy proletaryat janusz radek andrzej ryszka stanisław sojka zygmunt staszczyk justyna steczkowska jacek szymkiewicz tlove wojciech waglewski zakopower	polish	420
6051	utf-8	je nôleżnik eùropejsczi ùniji ë nato	kashubian	36
4790	utf-8	wosa ev dhe asa pryson ev a waynya skoodhyans an bobel der y wodhvosow arethek owth omsettya orth an kevambos versailles hag avonsya treusalmaynieth ha gorthyedhowieth	cornish	167
5348	utf-8	ин фурудгоҳ дар шаҳри тзу кишвари ҳиндустон қарор дорад ва дар баландии  метр аз сатҳи баҳр воқеъ шудааст	tajik	105
5312	utf-8	indoneeshiyaa garba kana daangessiti	oromo	36
3202	utf-8	yawan   mutane	hausa	14
1334	utf-8	talle van mense dikwels uit geïsoleerde gemeenskappe van die eilande se dorpe word na die ramp van  ontruim	afrikaans	107
2078	utf-8	восянь уджалӧма коми асср–са гижысь котырын литконсультантӧн «войвыв кодзув» журналын кывкутысь секретарӧн	komi	106
4631	utf-8	у питању су истраживања тржишта истраживања налазишта одређених рудних сировина обављање одређених заједничких функција и слично	serbian	128
3140	utf-8	állítólag az f– név jogát a testorstól vásárolták meg	hungarian	53
3907	utf-8	సబ్ పోస్టాఫీసు సౌకర్యం గ్రామానికి  నుండి  కిమీ	telugu	46
1311	utf-8	ond fe fu raid i oswyn morris adael yr ysgol dan gwmwl wedi cyfnod byr yn unig fel prifathro ac mae yna anniddigrwydd a diffyg cyfeiriad ym mywyd rwth	welsh	150
145	utf-8	på langt sigt havde det den konsekvens for arbejdsmarkedet at stadig færre lønmodtagere tjente deres penge på havet	danish	115
5350	utf-8	dei lo moi kanbymai bo djedi lao gy	lojban	35
2233	utf-8	гiумаханасда тiаса гьитiинго ун буго инсул кваркьи	avar	50
232	utf-8	dorota rabczewska artistinimega doda sündinud	estonian	45
4830	utf-8	nááná éí bitsiiʼ diłhił dóó bitseeʼ dibéłchíʼíigo naashchʼąąʼ bitʼaʼ éí łibá dóó łigaigo noodǫ́ǫ́z biteeldę́ę́ʼ éí łigai	navajo	120
5328	utf-8	ол да буоллар өлүөн диэри хатико хас күн аайы станцияҕа кэлэр уонна киэһэ бүтүөр дылы хаһаайына бу поездтан тахсыа диэн кэтэһэр	yakut	127
337	utf-8	türkmenler şaly jöwen pagta gabyn garpyz injir hyýar ýaly ekinler ekipdirler	turkmen	76
4002	utf-8	dbezeechnung gouf duerch dinternational astronomesch unioun am joer  festgeluecht	luxembourgish	81
2570	utf-8	прецизно су дефинисане границе парка које обухватају подручја општина ивањица краљево рашка нови пазар и сјеница  укупне површине  ha a унутар њих подручја са првим другим или трећим степеном заштите	serbian	199
398	utf-8	theo dự kiến album sẽ phát hành vào ngày  tháng  năm	vietnamese	52
1372	utf-8	fisijiet u fisijiet ilklabb kellhu diversi promozzjonijiet u relegazzjonijiet bejn lewwel u tieni diviżjoni	maltese	107
6541	utf-8	выводы механической теории теплоты подтвердив саму её впервые обосновали гипотезу об атомномолекулярном строении материи — атомистика получила объективные естественнонаучные доказательства	russian	188
1869	utf-8	өзен саласы — сура өзен алабы — куйбышев суқоймасына ока су алабын қоспағанда дейінгі жоғарғы еділ	kazakh	98
5519	utf-8	денис бергкамп имаше и познат прекар каде што неговите соиграчи го нарекуваа денис “комбето” бергкамп	macedonian	101
206	utf-8	xuntar con terrence malick na película to the wonder pero la so interpretación foi cortada de la película	asturian	105
3254	utf-8	reynolds was born in wiesbaden germany where his father a career military man was stationed	english	91
3622	utf-8	lödanadensit äbinon mö mens  a km²	volapük	34
4396	utf-8	mart  je bio kralj francuske iz dinastije valois koji je vladao od	bosnian	66
5464	utf-8	ally y buttons encuentran el descodificador y ally se pone a descodificar códigos	spanish	81
5703	utf-8	pakájuma tǒ monzɔlɔ́kɔ́ ezali elembo ekátama o nzóto tǒ elongi mpó na kolakisa bonzéngá ekólo ya moto tǒ makambo masúsu	lingala	119
4171	utf-8	piruwna mä jiska taqa suyuwa wankawillka jacha suyu waytara jiska suyu	aymara	70
12	utf-8	après lo cort periòde destabliment a basilèa tornèt a viatjar venent un «sabent caminaire»	occitan	90
6027	utf-8	el cunfìna coi cümü de gioi magliano vetere monteforte cilento perito salento  stio	lombard	83
3481	utf-8	brûler cramer carboniser	walloon	24
42	utf-8	wjelganocno wyspa szpań	silesian	23
6089	utf-8	anyrâpsi protopiria icâ prota anvițâturâ tipusitâ tu venetie la	aromanian	63
6387	utf-8	gada	latvian	4
1570	utf-8	గ్రామం సంపూర్ణ పారిశుధ్య పథకం కిందకు రావట్లేదు	telugu	46
1672	utf-8	azerty c est les letes k aparexhèt sol deujhinme rîlêye di tapes å hôt a hintche	walloon	80
5776	utf-8	to vonomei dei lo moi pie kanbymai pie moi toi	lojban	46
850	utf-8	seo jaepil서재필 徐載弼  eneru de    eneru de  hue un activista de resistencia y políticos anatomía médicos periodistas de corea del sul	extremaduran	130
417	utf-8	ضمنا من فقظ فکر می کردم این گالشها بودن که به سبب دوری مناطقشون از زیر نفوذ پارتی ن در رفتن ولی اونجور که معلومه اهالی فومن و غرب گیلان هم این ن میانی رو ندارن	gilaki	159
6203	utf-8	مثلاً د stock بيلابيلې نوعې ، ترکيب، مختلف العمره اوهم عمره طبعي اوهم دسايزپه لحاظ بيلابيل نباتات	pushto	97
2546	utf-8	тұқымы ұзынша келген сырты тегіс қара қоңыр дақтары болады	kazakh	58
1892	utf-8	неформално ово значи да ако је одговор на инстанцу проблема „да“ онда постоји нека процедура која за коначно време може да донесе ову одлуку и која никад погрешно не одговара „да“ када је истинит одговор „не“	serbian	208
2425	utf-8	ras kucing ini adalah kucing yang anggun	indonesian	40
6397	utf-8	incù un colpu di geniu usò comè linia di basa u soli è una di i dui intersizioni di lorbita di marti incù u pianu di leclittica	corsican	127
6285	utf-8	اوداړينوحالاتوايجادول يعنې کم ترکمه مناسب وخت ورته دنوې stock دکينولولپاره موجودوي	pushto	82
5599	utf-8	bunday apparatlar yoki avtomatik yoki uzoqdan boshqariladi	uzbek	58
3844	utf-8	napustivši oca priključio se glumici madeleine béjart sa kojom se i ranije susretao i osnovao kazališe illustre théâtre	croatian	119
741	utf-8	godine zaključenim između mussolinija i pavelića rab je anektiran fašističkoj italiji	croatian	85
2086	utf-8	z kotelních jam vytéká kotelský potok pravý přítok jizerky	czech	58
546	utf-8	així relaciona la càrrega de lelectró	catalan	37
1978	utf-8	bis  wurde hauptsächlich eine historische manschienenbusgarnitur eingesetzt dann fristablauf der fahrzeuge und anschließender verkauf die ab  durch moderne regioshuttle ersetzt wurde	german	182
4827	utf-8	familien mit kindern finden in mombach mehrere kindergärten zwei grundschulen und eine realschule plus andere weiterführende schulen sind mit den öffentlichen verkehrsmitteln in kurzer zeit zu erreichen	german	202
1030	utf-8	教会旋法はまず終止音（finalis）によってつに分類される。そしてそれぞれが音域（ambitus）によって終止音から高くまで上がる正格（authenticus）とあまり上がらない変格（plagalis）のつに分けられる。 例えば、ドリア旋法はニ音を終止音とする正格旋法であり、ヒポドリア旋法はその変格旋法である。	japanese	157
6188	utf-8	چې له کبله يې دجنيټيکي تغيراتو درامنځته کيدوچانس هم کم وي	pushto	57
4435	utf-8	щӏыӏэ зэрыхъуу ахэр гупхэурэ къолъатэ	kabardian	37
4389	utf-8	ол заманда эки десант кемени эслеген аргентинлиле авиацияны ашырадыла ол чабыуулдан сора  британ аскерчи ёледи «сэр галахэд» десант кеме эсе уа бузулады бузлуулары тюзетилир мадары болмагъаны себебли кеме британлыла джанындан батдырылады	karachay-balkar	237
4643	utf-8	uk tukuyasax mäkirakiw qutar uma aptir sarapxirïta uka umampix liktunakaruw warapxarakirïta	aymara	91
5355	utf-8	cape canaveral gy	lojban	17
